id,text
228,"Machine Learning (ML), addresses a multitude of complex issues in multiple
disciplines, including social sciences, finance, and medical research. ML
models require substantial computing power and are only as powerful as the data
utilized. Due to high computational cost of ML methods, data scientists
frequently use Machine Learning-as-a-Service (MLaaS) to outsource computation
to external servers. However, when working with private information, like
financial data or health records, outsourcing the computation might result in
privacy issues. Recent advances in Privacy-Preserving Techniques (PPTs) have
enabled ML training and inference over protected data through the use of
Privacy-Preserving Machine Learning (PPML). However, these techniques are still
at a preliminary stage and their application in real-world situations is
demanding. In order to comprehend discrepancy between theoretical research
suggestions and actual applications, this work examines the past and present of
PPML, focusing on Homomorphic Encryption (HE) and Secure Multi-party
Computation (SMPC) applied to ML. This work primarily focuses on the ML model's
training phase, where maintaining user data privacy is of utmost importance. We
provide a solid theoretical background that eases the understanding of current
approaches and their limitations. In addition, we present a SoK of the most
recent PPML frameworks for model training and provide a comprehensive
comparison in terms of the unique properties and performances on standard
benchmarks. Also, we reproduce the results for some of the papers and examine
at what level existing works in the field provide support for open science. We
believe our work serves as a valuable contribution by raising awareness about
the current gap between theoretical advancements and real-world applications in
PPML, specifically regarding open-source availability, reproducibility, and
usability."
229,"Transforming large deep neural network (DNN) models into the multi-exit
architectures can overcome the overthinking issue and distribute a large DNN
model on resource-constrained scenarios (e.g. IoT frontend devices and backend
servers) for inference and transmission efficiency. Nevertheless, intellectual
property (IP) protection for the multi-exit models in the wild is still an
unsolved challenge. Previous efforts to verify DNN model ownership mainly rely
on querying the model with specific samples and checking the responses, e.g.,
DNN watermarking and fingerprinting. However, they are vulnerable to
adversarial settings such as adversarial training and are not suitable for the
IP verification for multi-exit DNN models. In this paper, we propose a novel
approach to fingerprint multi-exit models via inference time rather than
inference predictions. Specifically, we design an effective method to generate
a set of fingerprint samples to craft the inference process with a unique and
robust inference time cost as the evidence for model ownership. We conduct
extensive experiments to prove the uniqueness and robustness of our method on
three structures (ResNet-56, VGG-16, and MobileNet) and three datasets
(CIFAR-10, CIFAR-100, and Tiny-ImageNet) under comprehensive adversarial
settings."
230,"The novel Internet of Things (IoT) paradigm is composed of a growing number
of heterogeneous smart objects and services that are transforming architectures
and applications, increasing systems' complexity, and the need for reliability
and autonomy. In this context, both smart objects and services are often
provided by third parties which do not give full transparency regarding the
security and privacy of the features offered. Although machine-based Service
Level Agreements (SLA) have been recently leveraged to establish and share
policies in Cloud-based scenarios, and also in the IoT context, the issue of
making end users aware of the overall system security levels and the
fulfillment of their privacy requirements through the provision of the
requested service remains a challenging task. To tackle this problem, we
propose a complete framework that defines suitable levels of privacy and
security requirements in the acquisition of services in IoT, according to the
user needs. Through the use of a Reinforcement Learning based solution, a user
agent, inside the environment, is trained to choose the best smart objects
granting access to the target services. Moreover, the solution is designed to
guarantee deadline requirements and user security and privacy needs. Finally,
to evaluate the correctness and the performance of the proposed approach we
illustrate an extensive experimental analysis."
231,"Healthcare systems are increasingly incorporating Artificial Intelligence
into their systems, but it is not a solution for all difficulties. AI's
extraordinary potential is being held back by challenges such as a lack of
medical datasets for training AI models, adversarial attacks, and a lack of
trust due to its black box working style. We explored how blockchain technology
can improve the reliability and trustworthiness of AI-based healthcare. This
paper has conducted a Systematic Literature Review to explore the
state-of-the-art research studies conducted in healthcare applications
developed with different AI techniques and Blockchain Technology. This
systematic literature review proceeds with three different paths as natural
language processing-based healthcare systems, computer vision-based healthcare
systems and acoustic AI-based healthcare systems. We found that 1) Defence
techniques for adversarial attacks on AI are available for specific kind of
attacks and even adversarial training is AI based technique which in further
prone to different attacks. 2) Blockchain can address security and privacy
issues in healthcare fraternity. 3) Medical data verification and user
provenance can be enabled with Blockchain. 4) Blockchain can protect
distributed learning on heterogeneous medical data. 5) The issues like single
point of failure, non-transparency in healthcare systems can be resolved with
Blockchain. Nevertheless, it has been identified that research is at the
initial stage. As a result, we have synthesized a conceptual framework using
Blockchain Technology for AI-based healthcare applications that considers the
needs of each NLP, Computer Vision, and Acoustic AI application. A global
solution for all sort of adversarial attacks on AI based healthcare. However,
this technique has significant limits and challenges that need to be addressed
in future studies."
232,"The paper studies how to release data about a critical infrastructure network
(e.g., the power network or a transportation network) without disclosing
sensitive information that can be exploited by malevolent agents, while
preserving the realism of the network. It proposes a novel obfuscation
mechanism that combines several privacy-preserving building blocks with a
bi-level optimization model to significantly improve accuracy. The obfuscation
is evaluated for both realism and privacy properties on real energy and
transportation networks. Experimental results show the obfuscation mechanism
substantially reduces the potential damage of an attack exploiting the released
data to harm the real network."
233,"In recent years Deep Neural Networks (DNNs) have achieved remarkable results
and even showed super-human capabilities in a broad range of domains. This led
people to trust in DNNs' classifications and resulting actions even in
security-sensitive environments like autonomous driving.
  Despite their impressive achievements, DNNs are known to be vulnerable to
adversarial examples. Such inputs contain small perturbations to intentionally
fool the attacked model.
  In this paper, we present a novel end-to-end framework to detect such attacks
during classification without influencing the target model's performance.
Inspired by recent research in neuron-coverage guided testing we show that
dense layers of DNNs carry security-sensitive information. With a secondary DNN
we analyze the activation patterns of the dense layers during classification
runtime, which enables effective and real-time detection of adversarial
examples.
  Our prototype implementation successfully detects adversarial examples in
image, natural language, and audio processing. Thereby, we cover a variety of
target DNNs, including Long Short Term Memory (LSTM) architectures. In
addition, to effectively defend against state-of-the-art attacks, our approach
generalizes between different sets of adversarial examples. Thus, our method
most likely enables us to detect even future, yet unknown attacks. Finally,
during white-box adaptive attacks, we show our method cannot be easily
bypassed."
234,"The Dendritic Cell Algorithm (DCA) as one of the emerging evolutionary
algorithms is based on the behavior of the specific immune agents; known as
Dendritic Cells (DCs). DCA has several potentially beneficial features for
binary classification problems. In this paper, we aim at providing a new
version of this immune-inspired mechanism acts as a semi-supervised classifier
which can be a defensive shield in network intrusion detection problem. Till
now, no strategy or idea has already been adopted on the GetAntigen() function
on detection phase, but randomly sampling entails the DCA to provide
undesirable results in several cycles in each time. This leads to uncertainty.
Whereas it must be accomplished by biological behaviors of DCs in tissues, we
have proposed a novel strategy which exactly acts based on its immunological
functionalities of dendritic cells. The proposed mechanism focuses on two
items: First, to obviate the challenge of needing to have a preordered antigen
set for computing danger signal, and the second, to provide a novel
immune-inspired idea in order to non-random data sampling. A variable
functional migration threshold is also computed cycle by cycle that shows
necessity of the Migration threshold (MT) flexibility. A significant criterion
so called capability of intrusion detection (CID) used for tests. All of the
tests have been performed in a new benchmark dataset named UNSW-NB15.
Experimental consequences demonstrate that the present schema dominates the
standard DCA and has higher CID in comparison with other approaches found in
literature."
235,"Homomorphic encryption (HE) is a promising cryptographic technique for
enabling secure collaborative machine learning in the cloud. However, support
for homomorphic computation on ciphertexts under multiple keys is inefficient.
Current solutions often require key setup before any computation or incur large
ciphertext size (at best, grow linearly to the number of involved keys). In
this paper, we proposed a new approach that leverages threshold and multi-key
HE to support computations on ciphertexts under different keys. Our new
approach removes the need for key setup between each client and the set of
model owners. At the same time, this approach reduces the number of encrypted
models to be offloaded to the cloud evaluator, and the ciphertext size with a
dimension reduction from (N+1)x2 to 2x2. We present the details of each step
and discuss the complexity and security of our approach."
236,"In this paper we propose a novel methodology to assist in identifying
vulnerabilities in a real-world complex heterogeneous industrial control
systems (ICS) using two evolutionary multiobjective optimisation (EMO)
algorithms, NSGA-II and SPEA2. Our approach is evaluated on a well known
benchmark chemical plant simulator, the Tennessee Eastman (TE) process model.
We identified vulnerabilities in individual components of the TE model and then
made use of these to generate combinatorial attacks to damage the safety of the
system, and to cause economic loss. Results were compared against random
attacks, and the performance of the EMO algorithms were evaluated using
hypervolume, spread and inverted generational distance (IGD) metrics. A defence
against these attacks in the form of a novel intrusion detection system was
developed, using a number of machine learning algorithms. Designed approach was
further tested against the developed detection methods. Results demonstrate
that EMO algorithms are a promising tool in the identification of the most
vulnerable components of ICS, and weaknesses of any existing detection systems
in place to protect the system. The proposed approach can be used by control
and security engineers to design security aware control, and test the
effectiveness of security mechanisms, both during design, and later during
system operation."
237,"Since the number of elderly and patients who are in hospitals and healthcare
centers are growing, providing efficient remote healthcare services seems very
important. Currently, most such systems benefit from the distribution and
autonomy features of multiagent systems and the structure of wireless sensor
networks. On the one hand, securing the data of remote healthcare systems is
one of the most significant concerns; particularly recent types of research
about the security of remote healthcare systems keep them secure from
eavesdropping and data modification. On the other hand, existing remote
healthcare systems are still vulnerable against other common attacks of
healthcare networks such as Denial of Service (DoS) and User to Root (U2R)
attacks, because they are managed remotely and based on the Internet.
Therefore, in this paper, we propose a secure framework for remote healthcare
systems that consists of two phases. First, we design a healthcare system base
on multiagent technology to collect data from a sensor network. Then, in the
second phase, a layered architecture of intrusion detection systems that uses
Support Vector Machine to learn the behavior of network traffic is applied.
Based on our framework, we implement a secure remote healthcare system and
evaluate this system against the frequent attacks of healthcare networks such
as Smurf, Buffer overflow, Neptune, and Pod attacks. In the end, evaluation
parameters of the layered architecture of intrusion detection systems prove the
efficiency and correctness of our proposed framework."
238,"In the recent years, Portable Document Format, commonly known as PDF, has
become a democratized standard for document exchange and dissemination. This
trend has been due to its characteristics such as its flexibility and
portability across platforms. The widespread use of PDF has installed a false
impression of inherent safety among benign users. However, the characteristics
of PDF motivated hackers to exploit various types of vulnerabilities, overcome
security safeguards, thereby making the PDF format one of the most efficient
malicious code attack vectors. Therefore, efficiently detecting malicious PDF
files is crucial for information security. Several analysis techniques has been
proposed in the literature, be it static or dynamic, to extract the main
features that allow the discrimination of malware files from benign ones. Since
classical analysis techniques may be limited in case of zero-days,
machine-learning based techniques have emerged recently as an automatic
PDF-malware detection method that is able to generalize from a set of training
samples. These techniques are themselves facing the challenge of evasion
attacks where a malicious PDF is transformed to look benign. In this work, we
give an overview on the PDF-malware detection problem. We give a perspective on
the new challenges and emerging solutions."
239,"Security vulnerabilities play a vital role in network security system.
Fuzzing technology is widely used as a vulnerability discovery technology to
reduce damage in advance. However, traditional fuzzing techniques have many
challenges, such as how to mutate input seed files, how to increase code
coverage, and how to effectively bypass verification. Machine learning
technology has been introduced as a new method into fuzzing test to alleviate
these challenges. This paper reviews the research progress of using machine
learning technology for fuzzing test in recent years, analyzes how machine
learning improve the fuzz process and results, and sheds light on future work
in fuzzing. Firstly, this paper discusses the reasons why machine learning
techniques can be used for fuzzing scenarios and identifies six different
stages in which machine learning have been used. Then this paper systematically
study the machine learning based fuzzing models from selection of machine
learning algorithm, pre-processing methods, datasets, evaluation metrics, and
hyperparameters setting. Next, this paper assesses the performance of the
machine learning models based on the frequently used evaluation metrics. The
results of the evaluation prove that machine learning technology has an
acceptable capability of categorize predictive for fuzzing. Finally, the
comparison on capability of discovering vulnerabilities between traditional
fuzzing tools and machine learning based fuzzing tools is analyzed. The results
depict that the introduction of machine learning technology can improve the
performance of fuzzing. However, there are still some limitations, such as
unbalanced training samples and difficult to extract the characteristics
related to vulnerabilities."
240,"Recently, with the continuous development of deep learning, the performance
of named entity recognition tasks has been dramatically improved. However, the
privacy and the confidentiality of data in some specific fields, such as
biomedical and military, cause insufficient data to support the training of
deep neural networks. In this paper, we propose an encryption learning
framework to address the problems of data leakage and inconvenient disclosure
of sensitive data in certain domains. We introduce multiple encryption
algorithms to encrypt training data in the named entity recognition task for
the first time. In other words, we train the deep neural network using the
encrypted data. We conduct experiments on six Chinese datasets, three of which
are constructed by ourselves. The experimental results show that the encryption
method achieves satisfactory results. The performance of some models trained
with encrypted data even exceeds the performance of the unencrypted method,
which verifies the effectiveness of the introduced encryption method and solves
the problem of data leakage to a certain extent."
241,"Following OpenAI's introduction of GPTs, a surge in GPT apps has led to the
launch of dedicated LLM app stores. Nevertheless, given its debut, there is a
lack of sufficient understanding of this new ecosystem. To fill this gap, this
paper presents a first comprehensive longitudinal (5-month) study of the
evolution, landscape, and vulnerability of the emerging LLM app ecosystem,
focusing on two GPT app stores: \textit{GPTStore.AI} and the official
\textit{OpenAI GPT Store}. Specifically, we develop two automated tools and a
TriLevel configuration extraction strategy to efficiently gather metadata (\ie
names, creators, descriptions, \etc) and user feedback for all GPT apps across
these two stores, as well as configurations (\ie system prompts, knowledge
files, and APIs) for the top 10,000 popular apps. Our extensive analysis
reveals: (1) the user enthusiasm for GPT apps consistently rises, whereas
creator interest plateaus within three months of GPTs' launch; (2) nearly 90\%
system prompts can be easily accessed due to widespread failure to secure GPT
app configurations, leading to considerable plagiarism and duplication among
apps. Our findings highlight the necessity of enhancing the LLM app ecosystem
by the app stores, creators, and users."
242,"This work assesses the impact of blockchain and smart contract on the
visibility of construction supply chain and in the context of payments
(intersection of cash and product flows). It uses comparative empirical
experiments (Charrette Test Method) to draw comparisons between the visibility
of state-of-practice and blockchain-enabled payment systems in a commercial
construction project. Comparisons were drawn across four levels of granularity.
The findings are twofold: 1) blockchain improved information completeness and
information accuracy respectively by an average 216% and 261% compared with the
digital state-of-practice solution. The improvements were significantly more
pronounced for inquiries that had higher product, trade, and temporal
granularity; 2) blockchain-enabled solution was robust in the face of increased
granularity, while the conventional solution experienced 50% and 66.7% decline
respectively in completeness and accuracy of information. The paper concludes
with a discussion of mechanisms contributing to visibility and technology
adoption based on business objectives."
243,"In this paper, we present a general multiparty modeling paradigm with Privacy
Preserving Principal Component Analysis (PPPCA) for horizontally partitioned
data. PPPCA can accomplish multiparty cooperative execution of PCA under the
premise of keeping plaintext data locally. We also propose implementations
using two techniques, i.e., homomorphic encryption and secret sharing. The
output of PPPCA can be sent directly to data consumer to build any machine
learning models. We conduct experiments on three UCI benchmark datasets and a
real-world fraud detection dataset. Results show that the accuracy of the model
built upon PPPCA is the same as the model with PCA that is built based on
centralized plaintext data."
244,"Top-k predictions are used in many real-world applications such as machine
learning as a service, recommender systems, and web searches. $\ell_0$-norm
adversarial perturbation characterizes an attack that arbitrarily modifies some
features of an input such that a classifier makes an incorrect prediction for
the perturbed input. $\ell_0$-norm adversarial perturbation is easy to
interpret and can be implemented in the physical world. Therefore, certifying
robustness of top-$k$ predictions against $\ell_0$-norm adversarial
perturbation is important. However, existing studies either focused on
certifying $\ell_0$-norm robustness of top-$1$ predictions or $\ell_2$-norm
robustness of top-$k$ predictions. In this work, we aim to bridge the gap. Our
approach is based on randomized smoothing, which builds a provably robust
classifier from an arbitrary classifier via randomizing an input. Our major
theoretical contribution is an almost tight $\ell_0$-norm certified robustness
guarantee for top-$k$ predictions. We empirically evaluate our method on
CIFAR10 and ImageNet. For instance, our method can build a classifier that
achieves a certified top-3 accuracy of 69.2\% on ImageNet when an attacker can
arbitrarily perturb 5 pixels of a testing image."
245,"The consumer Internet of Things (IoT) have developed in recent years. Mass
IoT devices are constructed to build a huge communications network. But these
devices are insecure in reality, it means that the communications network are
exposed by the attacker. Moreover, the IoT communication network also faces
with variety of sudden errors. Therefore, it easily leads to that is vulnerable
with the threat of attacker and system failure. The severe situation of IoT
communication network motivates the development of new techniques to
automatically detect multi-anomaly. In this paper, we propose SS-VTCN, a
semi-supervised network for IoT multiple anomaly detection that works well
effectively for IoT communication network. SS-VTCN is designed to capture the
normal patterns of the IoT traffic data based on the distribution whether it is
labeled or not by learning their representations with key techniques such as
Variational Autoencoders and Temporal Convolutional Network. This network can
use the encode data to predict preliminary result, and reconstruct input data
to determine anomalies by the representations. Extensive evaluation experiments
based on a benchmark dataset and a real consumer smart home dataset demonstrate
that SS-VTCN is more suitable than supervised and unsupervised method with
better performance when compared other state-of-art semi-supervised method."
246,"The Artificial Intelligence (AI) institute for Intelligent
Cyberinfrastructure with Computational Learning in the Environment (ICICLE) is
funded by the NSF to build the next generation of Cyberinfrastructure to render
AI more accessible to everyone and drive its further democratization in the
larger society. We describe our efforts to develop Jupyter Notebooks and Python
command line clients that would access these ICICLE resources and services
using ICICLE authentication mechanisms. To connect our clients, we used Tapis,
which is a framework that supports computational research to enable scientists
to access, utilize, and manage multi-institution resources and services. We
used Neo4j to organize data into a knowledge graph (KG). We then hosted the KG
on a Tapis Pod, which offers persistent data storage with a template made
specifically for Neo4j KGs. In order to demonstrate the capabilities of our
software, we developed several clients: Jupyter notebooks authentication,
Neural Networks (NN) notebook, and command line applications that provide a
convenient frontend to the Tapis API. In addition, we developed a data
processing notebook that can manipulate KGs on the Tapis servers, including
creations of a KG, data upload and modification. In this report we present the
software architecture, design and approach, the successfulness of our client
software, and future work."
247,"Intrusion detection into computer networks has become one of the most
important issues in cybersecurity. Attackers keep on researching and coding to
discover new vulnerabilities to penetrate information security system. In
consequence computer systems must be daily upgraded using up-to-date techniques
to keep hackers at bay. This paper focuses on the design and implementation of
an intrusion detection system based on Deep Learning architectures. As a first
step, a shallow network is trained with labelled log-in [into a computer
network] data taken from the Dataset CICIDS2017. The internal behaviour of this
network is carefully tracked and tuned by using plotting and exploring codes
until it reaches a functional peak in intrusion prediction accuracy. As a
second step, an autoencoder, trained with big unlabelled data, is used as a
middle processor which feeds compressed information and abstract representation
to the original shallow network. It is proven that the resultant deep
architecture has a better performance than any version of the shallow network
alone. The resultant functional code scripts, written in MATLAB, represent a
re-trainable system which has been proved using real data, producing good
precision and fast response."
248,"Autonomous vehicle navigation and healthcare diagnostics are among the many
fields where the reliability and security of machine learning models for image
data are critical. We conduct a comprehensive investigation into the
susceptibility of Convolutional Neural Networks (CNNs), which are widely used
for image data, to white-box adversarial attacks. We investigate the effects of
various sophisticated attacks -- Fast Gradient Sign Method, Basic Iterative
Method, Jacobian-based Saliency Map Attack, Carlini & Wagner, Projected
Gradient Descent, and DeepFool -- on CNN performance metrics, (e.g., loss,
accuracy), the differential efficacy of adversarial techniques in increasing
error rates, the relationship between perceived image quality metrics (e.g.,
ERGAS, PSNR, SSIM, and SAM) and classification performance, and the comparative
effectiveness of iterative versus single-step attacks. Using the MNIST,
CIFAR-10, CIFAR-100, and Fashio_MNIST datasets, we explore the effect of
different attacks on the CNNs performance metrics by varying the
hyperparameters of CNNs. Our study provides insights into the robustness of
CNNs against adversarial threats, pinpoints vulnerabilities, and underscores
the urgent need for developing robust defense mechanisms to protect CNNs and
ensuring their trustworthy deployment in real-world scenarios."
249,"In Autonomous Vehicles (AVs), one fundamental pillar is perception, which
leverages sensors like cameras and LiDARs (Light Detection and Ranging) to
understand the driving environment. Due to its direct impact on road safety,
multiple prior efforts have been made to study its the security of perception
systems. In contrast to prior work that concentrates on camera-based
perception, in this work we perform the first security study of LiDAR-based
perception in AV settings, which is highly important but unexplored. We
consider LiDAR spoofing attacks as the threat model and set the attack goal as
spoofing obstacles close to the front of a victim AV. We find that blindly
applying LiDAR spoofing is insufficient to achieve this goal due to the machine
learning-based object detection process. Thus, we then explore the possibility
of strategically controlling the spoofed attack to fool the machine learning
model. We formulate this task as an optimization problem and design modeling
methods for the input perturbation function and the objective function. We also
identify the inherent limitations of directly solving the problem using
optimization and design an algorithm that combines optimization and global
sampling, which improves the attack success rates to around 75%. As a case
study to understand the attack impact at the AV driving decision level, we
construct and evaluate two attack scenarios that may damage road safety and
mobility. We also discuss defense directions at the AV system, sensor, and
machine learning model levels."
250,"Artificial Intelligence Generated Content (AIGC) is one of the latest
achievements in AI development. The content generated by related applications,
such as text, images and audio, has sparked a heated discussion. Various
derived AIGC applications are also gradually entering all walks of life,
bringing unimaginable impact to people's daily lives. However, the rapid
development of such generative tools has also raised concerns about privacy and
security issues, and even copyright issues in AIGC. We note that advanced
technologies such as blockchain and privacy computing can be combined with AIGC
tools, but no work has yet been done to investigate their relevance and
prospect in a systematic and detailed way. Therefore it is necessary to
investigate how they can be used to protect the privacy and security of data in
AIGC by fully exploring the aforementioned technologies. In this paper, we
first systematically review the concept, classification and underlying
technologies of AIGC. Then, we discuss the privacy and security challenges
faced by AIGC from multiple perspectives and purposefully list the
countermeasures that currently exist. We hope our survey will help researchers
and industry to build a more secure and robust AIGC system."
251,"Differential privacy has gained popularity in machine learning as a strong
privacy guarantee, in contrast to privacy mitigation techniques such as
k-anonymity. However, applying differential privacy to n-gram counts
significantly degrades the utility of derived language models due to their
large vocabularies. We propose a differential privacy mechanism that uses
public data as a prior in a Bayesian setup to provide tighter bounds on the
privacy loss metric epsilon, and thus better privacy-utility trade-offs. It
first transforms the counts to log space, approximating the distribution of the
public and private data as Gaussian. The posterior distribution is then
evaluated and softmax is applied to produce a probability distribution. This
technique achieves up to 85% reduction in KL divergence compared to previously
known mechanisms at epsilon equals 0.1. We compare our mechanism to k-anonymity
in a n-gram language modelling task and show that it offers competitive
performance at large vocabulary sizes, while also providing superior privacy
protection."
252,"Botnet detectors based on machine learning are potential targets for
adversarial evasion attacks. Several research works employ adversarial training
with samples generated from generative adversarial nets (GANs) to make the
botnet detectors adept at recognising adversarial evasions. However, the
synthetic evasions may not follow the original semantics of the input samples.
This paper proposes a novel GAN model leveraged with deep reinforcement
learning (DRL) to explore semantic aware samples and simultaneously harden its
detection. A DRL agent is used to attack the discriminator of the GAN that acts
as a botnet detector. The discriminator is trained on the crafted perturbations
by the agent during the GAN training, which helps the GAN generator converge
earlier than the case without DRL. We name this model RELEVAGAN, i.e. [""relive
a GAN"" or deep REinforcement Learning-based Evasion Generative Adversarial
Network] because, with the help of DRL, it minimises the GAN's job by letting
its generator explore the evasion samples within the semantic limits. During
the GAN training, the attacks are conducted to adjust the discriminator weights
for learning crafted perturbations by the agent. RELEVAGAN does not require
adversarial training for the ML classifiers since it can act as an adversarial
semantic-aware botnet detection model. Code will be available at
https://github.com/rhr407/RELEVAGAN."
253,"As Android has become increasingly popular, so has malware targeting it, thus
pushing the research community to propose different detection techniques.
However, the constant evolution of the Android ecosystem, and of malware
itself, makes it hard to design robust tools that can operate for long periods
of time without the need for modifications or costly re-training. Aiming to
address this issue, we set to detect malware from a behavioral point of view,
modeled as the sequence of abstracted API calls. We introduce MaMaDroid, a
static-analysis based system that abstracts the API calls performed by an app
to their class, package, or family, and builds a model from their sequences
obtained from the call graph of an app as Markov chains. This ensures that the
model is more resilient to API changes and the features set is of manageable
size. We evaluate MaMaDroid using a dataset of 8.5K benign and 35.5K malicious
apps collected over a period of six years, showing that it effectively detects
malware (with up to 0.99 F-measure) and keeps its detection capabilities for
long periods of time (up to 0.87 F-measure two years after training). We also
show that MaMaDroid remarkably outperforms DroidAPIMiner, a state-of-the-art
detection system that relies on the frequency of (raw) API calls. Aiming to
assess whether MaMaDroid's effectiveness mainly stems from the API abstraction
or from the sequencing modeling, we also evaluate a variant of it that uses
frequency (instead of sequences), of abstracted API calls. We find that it is
not as accurate, failing to capture maliciousness when trained on malware
samples that include API calls that are equally or more frequently used by
benign apps."
254,"Maximum order complexity is an important tool for measuring the nonlinearity
of a pseudorandom sequence. There is a lack of tools for predicting the
strength of a pseudorandom binary sequence in an effective and efficient
manner. To this end, this paper proposes a neural-network-based model for
measuring the strength of a pseudorandom binary sequence. Using the Shrinking
Generator (SG) keystream as pseudorandom binary sequences, then calculating the
Unique Window Size (UWS) as a representation of Maximum order complexity, we
demonstrate that the proposed model provides more accurate and efficient
predictions (measurements) than a classical method for predicting the maximum
order complexity."
255,"Increased dependence on networked, software based control has escalated the
vulnerabilities of Cyber Physical Systems (CPSs). Detection and monitoring
components developed leveraging dynamical systems theory are often employed as
lightweight security measures for protecting such safety critical CPSs against
false data injection attacks. However, existing approaches do not correlate
attack scenarios with parameters of detection systems. In the present work, we
propose a Reinforcement Learning (RL) based framework which adaptively sets the
parameters of such detectors based on experience learned from attack scenarios,
maximizing detection rate and minimizing false alarms in the process while
attempting performance preserving control actions."
256,"Privacy poses a significant obstacle to the progress of learning analytics
(LA), presenting challenges like inadequate anonymization and data misuse that
current solutions struggle to address. Synthetic data emerges as a potential
remedy, offering robust privacy protection. However, prior LA research on
synthetic data lacks thorough evaluation, essential for assessing the delicate
balance between privacy and data utility. Synthetic data must not only enhance
privacy but also remain practical for data analytics. Moreover, diverse LA
scenarios come with varying privacy and utility needs, making the selection of
an appropriate synthetic data approach a pressing challenge. To address these
gaps, we propose a comprehensive evaluation of synthetic data, which
encompasses three dimensions of synthetic data quality, namely resemblance,
utility, and privacy. We apply this evaluation to three distinct LA datasets,
using three different synthetic data generation methods. Our results show that
synthetic data can maintain similar utility (i.e., predictive performance) as
real data, while preserving privacy. Furthermore, considering different privacy
and data utility requirements in different LA scenarios, we make customized
recommendations for synthetic data generation. This paper not only presents a
comprehensive evaluation of synthetic data but also illustrates its potential
in mitigating privacy concerns within the field of LA, thus contributing to a
wider application of synthetic data in LA and promoting a better practice for
open science."
257,"Not too long ago, AI security used to mean the research and practice of how
AI can empower cybersecurity, that is, AI for security. Ever since Ian
Goodfellow and his team popularized adversarial attacks on machine learning,
security for AI became an important concern and also part of AI security. It is
imperative to understand the threats to machine learning products and avoid
common pitfalls in AI product development. This article is addressed to
developers, designers, managers and researchers of AI software products."
258,"The binary similarity problem consists in determining if two functions are
similar by only considering their compiled form. Advanced techniques for binary
similarity recently gained momentum as they can be applied in several fields,
such as copyright disputes, malware analysis, vulnerability detection, etc.,
and thus have an immediate practical impact. Current solutions compare
functions by first transforming their binary code in multi-dimensional vector
representations (embeddings), and then comparing vectors through simple and
efficient geometric operations. However, embeddings are usually derived from
binary code using manual feature extraction, that may fail in considering
important function characteristics, or may consider features that are not
important for the binary similarity problem. In this paper we propose SAFE, a
novel architecture for the embedding of functions based on a self-attentive
neural network. SAFE works directly on disassembled binary functions, does not
require manual feature extraction, is computationally more efficient than
existing solutions (i.e., it does not incur in the computational overhead of
building or manipulating control flow graphs), and is more general as it works
on stripped binaries and on multiple architectures. We report the results from
a quantitative and qualitative analysis that show how SAFE provides a
noticeable performance improvement with respect to previous solutions.
Furthermore, we show how clusters of our embedding vectors are closely related
to the semantic of the implemented algorithms, paving the way for further
interesting applications (e.g. semantic-based binary function search)."
259,"We investigate the problem of nodes clustering under privacy constraints when
representing a dataset as a graph. Our contribution is threefold. First we
formally define the concept of differential privacy for structured databases
such as graphs, and give an alternative definition based on a new neighborhood
notion between graphs. This definition is adapted to particular frameworks that
can be met in various application fields such as genomics, world wide web,
population survey, etc. Second, we introduce a new algorithm to tackle the
issue of privately releasing an approximated minimum spanning tree topology for
a simple-undirected-weighted graph. It provides a simple way of producing the
topology of a private almost minimum spanning tree which outperforms, in most
cases, the state of the art ""Laplace mechanism"" in terms of
weight-approximation error.
  Finally, we propose a theoretically motivated method combining a sanitizing
mechanism (such as Laplace or our new algorithm) with a Minimum Spanning Tree
(MST)-based clustering algorithm. It provides an accurate method for nodes
clustering in a graph while keeping the sensitive information contained in the
edges weights of the private graph. We provide some theoretical results on the
robustness of an almost minimum spanning tree construction for Laplace
sanitizing mechanisms. These results exhibit which conditions the graph weights
should respect in order to consider that the nodes form well separated clusters
both for Laplace and our algorithm as sanitizing mechanism. The method has been
experimentally evaluated on simulated data, and preliminary results show the
good behavior of the algorithm while identifying well separated clusters."
