id,text
199,[stuff about changing windows registration omitted]
200,"If he's not, I will.  Put two riders on identical machines.  It's the
one who knows what he's doing, and why, that will be faster.  It *may*
be possible to improve your technique if you have no idea what it is,
through trial and error, but it is not very effective methodology.
Only by understanding the technique of steering a motorcycle can one
improve on that technique (I hold that this applies to any human
endeavor).


Do you consider an understanding of the physics of traction absurd?
Are you seriously suggesting that one can form a traction management
policy without understanding what it is or what factors increase or
decrease available traction?  Braking?

It is highly unlikely that any biker is going to develop his maximum
swerving ability without any knowledge of turning techniques.  For most
of his riding life this may not be a problem, but in an emergency
situation it is very definately placing him at a disadvantage.


I disagree.  The existance and immense success of riding courses which
teach the technique indicate that the concept can be taught in a manner
that is neither confusing, nor detracts from any other aspects of the
course.


Perhaps, but in the ensuing discussion, you strayed far from that
point, to claim that knowledge of steering technique is irrelevant to a
rider's ability.  I find this assertion ludicrous."
201,And still we wonder why they stereotype us...
202,"I just gotta ask... What ARE these questions you want to ask an active cop?
Working on your DoD qualfications? B-)


 ----===== DoD #8177 = Technician(Dr. Speed) .NOT. Student =====----"
203,"Watch out.  Often when some scumbag steals the cover, that means
   that they were or are looking to steal the bike.  In my case, I
   had a faded cover stolen off a bmw R100RS that was stashed in an
   apartment carport and not visible from the street.  They evidently
   decided the beemer wasn't worth stealing, but did try the next night to
   steal a Honda Hurricane 600 parked in the next apartment building.
   A neighbor heard them wheeling it out and called the cops.


I know this is just setting myself up, but this is actually one of the
things that is really good about BMW bikes.  From all accounts I've
heard practically no one steals BMWs. Probably it is similar for Moto
Guzzis and other relative ""exotics"" since there isn't a large demand
for parts and the bike would be much easier to track down. It seems
that the most stolen bikes are Harleys and 600cc Jap sport bikes."
204,"^^^^^^^
                                                       ^^^^^^^^


Sounds pretty lame to me.

Let me see if I understand now. Your ""friends"" charge you extra?
Just how much do you usually have to pay for a little
friendliness? Seems like you're being ""serviced"" by some
""friendly"" sales people."
205,"Yes.  Unfortunately, there is also the concept that the owner of a car
is not responsible for the actions of any (authorized) user of the car.
That's one of the biggest arguments against photo-radar ticketing
systems.


Trouble with that is, you then have no recourse if a mis-issued ticket
or a clerical error on a computer follow you around.  The City of Chicago
(the informal motto of which being ""The City the Works"") issues dozens
of parking tickets each year to people who have never set foot (or tire)
in the city."
206,"I too, usually wear sunglasses inside my full face helmet to keep dirt & wind
out of my contacts.  Mumble, mumble, mumble ..."
207,"Saw this in today's newspaper:
------------------------------------------------------------------------
FORTUNE-GUZZLER BARRED FROM BARS
--------------------------------
Barnstaple, England/Reuter

	A motorcyclist said to have drunk away a $290,000 insurance payment in
less than 10 years was banned Wednesday from every pub in England and Wales.

	David Roberts, 29, had been awarded the cash in compensation for
losing a leg in a motorcycle accident. He spent virtually all of it on cider, a
court in Barnstaple in southwest England was told.

	Judge Malcolm Coterill banned Roberts from all bars in England and
Wales for 12 months and put on two years' probation after he started a brawl in
a pub."
208,"The best thing to do is to get a full face, even if it is a
cheap brain bucket.  I didn't think a full face was important
until I took a gnarly spill and ended up sliding 20 feet on my
face.  Plus with the visor down, you also have no worries about
your contacts."
209,"+
+I know of no law, either on the books or proposed, that bans motorcycles
+from any place that i want to go to.

Many private places ban bikes.  For example, the famous 17 mile
drive at the Monterrey Peninsula.  And I have stayed at resorts
that sported a ""No motorcycles allowed"" sign at the entrance.

And there have been public places.  Call the AMA and ask for
Jim Bensberg (sp?) or any one else in their Legislative Office.
They will recound the many public places that they had to bring
to court to reverse their ban on bikes.  That includes everything
from public parks to full cities.  There are probably a few fights
on their books as we now speak.  That is another good reason to
donate to their legislative fund.
____________________________________________________________________________
   Death is life's way of telling you you've been fired  -- R. Geis"
210,"What size dirtbikes did you ride? and for how long? You might be able to
slip into a 500cc bike. Like I keep telling people, though, buy an older,
cheaper bike and ride that for a while first...you might like a 500 Interceptor
as an example"
211,"I spoke to a sales dweeb in 3X, a Ducati dealer here in Blighty, and he had
nothing good to say about them... it appears they are waaaay underpowered,
(basically, it's the 750/900 with a 400cc engine), and there have been some
quality problems (rusty _frame_ !!).  Save your pennies... buy the 900 :)"
212,"Oh boy, a little K-bike versus /2 scuffling? Grow up! And that goes for
the both of you!

I do hope that the ""dump dempster"" campaign works however.
I think that he is a crook, and I am suprised that it has taken this long
for anything to be done (though obviously, it ain't over yet)
On the other hand, 
I'm not sure that I want to be in bed with ANY of the wackos running.
Throwing $20.oo down a rathole might be more effective than sending it in
to the club. You wouldn't get anything, but you don't get anything now.

The magazine you say? Ever since the MOA politburo installed Don it has
lacked any sort of panache it may have had. 

Ah, but what would I know? I own a /6 AND a K-bike"
213,"On a completely different tack, what was the eventual outcome of
Babe vs. the Bad-Mouthed Biker?

Later,"
214,"/ hpcc01:rec.motorcycles / Stafford@Vax2.Winona.MSUS.Edu (John Stafford) / 11:06 am  Apr  1, 1993 /
 

  It depreciates much faster, too.
   
====================================================
John Stafford   Minnesota State University @ Winona
                    All standard disclaimers apply.
----------
The '84 GL1200A hit the traps at 13.34 according to Cycle magazine. Yeah,
they depreciate faster than Harleys for the first couple of years then
they bottom out. Got my '86 GL1200I w/ 2275 miles on the odometer for
just under $5K in May of 1990 and would ask for $4500 now with almost
16K miles onnit....that's about 50% of what a new GL1500I would cost.

Think the '86 GL1200I originally sold for $6500 brand new, not sure. 
If that's the case then it depreciated 30.77% over 7 years or a mere
$2000. Big Fat Hairy Deal! Based on what I know, Harleys tend to
depreciate your monies far more than the initial depreciation of
the bike itself when it comes to parts and service. All this about
Harleys holding their value better doesn't always wash away the
knocks on them...such as being much slower. ;-) 

According to Peter Egan in the just released Cycle World his FLHS is a
real dog when he pillions his 120lb wife. All that money for a dog that
doesn't defecate much. =:-]  
--------------------------------------------------------------------------
Graeme Harrison, Hewlett-Packard Co., Communications Components Division,
350 W Trimble Rd, San Jose, CA 95131 (gharriso@hpcc01.corp.hp.com) DoD#649"
215,"Well, it's been fun. This is my last day at Bellcore and
It will be a while before I have net access again (taking
time off and scheduling Military Schools for the summer
on joint operations, and anything else that looks good).
I have had a blast reading, responding and commenting on
things posted here. My final say is 9mm's are inferior
to .45's errr oh wrong news group. Hopefully I'll be back.
I guess ""internet withdrawl"" starts around 1pm or so and
considering I never knew inet existed 2 years ago I am
really going to miss it. 

OH yea, to the guy who called me this morning about the
""Military issue"" boots, good luck, I think you will be
happy with the tankers boots."
216,"I'd like to thank everyone who took the time to respond to my post about 
fighting my ticket.

Many of you wrote to say that you have successfully fought and won your 
case in court.  Others lost due to the cop outright lying to the judge 
about the circumstances surrounding your ticket, while one fellow lost
because the judge just didn't appear to be in the mood for such foolishness.

Several of you suggested that I obtain a book called ""Fight Your Ticket"".

The general theme from those who said ""go for it"", was to be prepared.  
I should do as much research as possible, go back and review the scene, 
transcribe what happened to tape or paper, use any witnesses that may 
have been around, have a list of questions to ask the cop and/or the judge,
and to be positive and assertive.  I am innocent until proven guilty! <gulp>

A few people suggested trying to get my court date changed, as this might 
trip up the arresting officer, he may not show up if the date is on his day
off or if he feels/knows that he doesn't have a chance to win against you.

One individual stated that an Officer could be an Expert Witness, and if he
says I was speeding, then by damn, I was speeding.

Another says that I must have been paced or clocked with a radar gun.

Lots of good suggestions and ideas from you all.  I'll let you know what
happens after the big day!

/-----------------------------------------------------------------------------\"
217,"""May your skin stick to a frozen bed pan""
  ""May your apple juice be mistakenly drawn from the urinalisys
lab"""
218,"Folks,

I am assembling info for a Film Criticism class final project.

Essentially I need any/all movies that use motos in any substantial
capacity (IE; Fallen Angles, T2, H-D & the Marlboro Man,
Raising Arizona, etc).  
Any help you fellow r.m'ers could give me would be much `preciated.
(BTW, a summary of bike(s) or plot is helpful but not necessary)

Thanx

-Erc.


_______________________________________________________________________________
C Eric Sundheim        csundh30@ursa.Calvin.edu
GrandRapids, MI, USA
`90 Hondo VFR750f
DoD# 1138"
219,edu-breaths with more riceburner than brain...
220,"Jonathan E. Quist, on the Thu, 15 Apr 1993 14:26:42 GMT wibbled:

: [lots of things, none of which are quoted here]

: >>>  You think your *average* dirt biker can jump
: >>>a 3 foot log? 
: >
: >How about an 18"" log that is suspended about 18"" off of the ground?
: >For that matter, how about a 4"" log that is suspended 2.5' off of the
: >ground?

: Oh, ye of little imagination.

:You don't jump over those -that's where you lay the bike down and slide under!
: -- 
: Jonathan E. Quist

The nice thing about horses though, is that if they break down in the middle of
nowhere, you can eat them.  Fuel's a bit cheaper, too.
--

Nick (the 90 HP Biker)   DoD 1069   Concise Oxford   Giddy-Up!

M'Lud."
221,"I was laughing about the law part.

I've driven thru SOHO...manahattan, _I_ know what' you're talking 'bout...

:^)

Not that Durham, NC is any better...

(well, maybe a little bit anyway, but the NC DOT takes more
money from road taxes and puts it in their own pockets and
into the pockets of the guys building the large condos that
need their own roads than they do back into fixing roads, but
hey, the local paper did a report of this last summer, and 
boy, am I glad I don't work for the DOT, 'cause they got SHAT
on, bigtime....wonder who lost their jobs?  ED?  Got any idea?)"
222,"What used to peeve me in Canada was the cars with bloody _red_ rear
indicators.  You'd see a single red light come on and think, ""Now, is he
stopping but one brake-lamp is not working, or does he have those dumb bloody
_red_ rear indicators?""  This being Survival 101, you have to assume he's
braking and take the appropriate actions, until such time as the light goes
out and on again, after which you can be reasonably certain it's a bloody _red_
rear indicator."
223,"Hell, just save your candle stubs and bring them.  Light them up, and
dribble the wax all over the kindling wood and light _that_.  Although
I like the belly-button lint / eggshell case idea the best, if you're
feeling particularly industrious some eventful evening.  Or you can
do what I did one soggy summer: open the fuel line, drain some onto a 
piece of rough or rotten wood, stick that into the middle of the soon-to-
be inferno and CAREFULLY strike a match... As Kurt Vonnegut titled one
of the latter chapters in Cat's Cradle, ""Ah-Whoom!""

Works like a charm every time :-)"
224,"Several years ago, while driving a cage, a dog darted out at a quiet
intersection right in front of me but there was enough distance
between us so I didn't have to slow down. However, a 2nd dog
suddenly appeared and collided with my right front bumper and
the force of the impact was enough to kill that Scottish Terrier.

Apparently, it was following the 1st dog. Henceforth, if a dog
decides to cross the street, keep an eye out for a 2nd dog as
many dogs like to travel in pairs or packs. 

I've yet to experience a dog chasing me on my black GL1200I which
has a pretty loud OEM horn (not as good as Fiamms, but good enuff)
but the bike is large and heavy enough to run right over one of
the smaller nippers while the larger ones would have trouble
getting my leg between the saddlebags and engine guards. I'd
def feel more vulnerable on my '68 Trump as that'd be easier
leg chewing target for those mongrels.

If there's a persistent dog running after bikers despite
complaints to the owner I wouldn't be adverse to running
over it with my truck as a dogs life isn't worth much IMHO
compared to a child riding a bike who gets knocked to the
ground by said dog and dies from a head injury. 

Any dog in the neighborhood that's vicious or a public menace
running about unleashed is fair game as road kill candidate."
225,"/(Frank DeCenso)
/>
/>I need to prioritize things in my life, and this board is not all that important
/>to me.  

Of course it is.  It forms a very big part of your self-respect.  You come onto 
the board, thinking you're some sort of apologeticist for your faith, and you
routinely get roasted over a grill for stupid theories and unfounded assumptions.




/(Frank DeCenso)
/This board will have
/>to wait until (if ever) I can organize my life to fit it in.  I tried dropping
/>out, but Sieferman coerced me to come back.  He won't this time.

I doubt that Sieferman has anything to do with you dropping out.  

It's probably closer to the truth to say that you don't have the cards to 
play in this game (because you insist on playing from a losing hand), and you're
finally realizing it.  You will lurk on the board, and keep 
quiet for a while, looking for an area where you are *certain* that you 
are correct, and then we'll see you pop back in again.  Of course, you then
will say that you have merely returned because your life is now ""in order""."
226,"And he went out to meet Asa,
	And said unto him,
	Hear ye me, Asa,
	And all Judah and Benjamin;
	The LORD is with you, while ye be with him;
	and if ye seek him, he will be found of you;
	but if ye forsake him, he will forsake you."
227,"ZOROASTRIANISM
SAN JOSE, CA, USA
Monday April 5, 1993
San Jose Mercury News, Page 1
     [Reproduced without permission]

_3,700-year tradition still glows - 
           'Assimilation in U.S. threatens ancient Zoroastrian religion'_

By Jeanne Huber, Mercury News Staff Writer

   HIGH ON A HILLSIDE above San Jose, flames leap up 24 hours a day from a
gleaming brass urn in a temple - one of only four in the United States -
dedicated to one of the world's most ancient religions.

   With the flames go the prayers of about 1,200 Bay Area Zoroastrians that
their faith will survive this land.

   ""There is a fear - a real fear, too,"" said Silloo Tarapore of Lafayette.
""We have one generation to do it or to die.""

   Many immigrant groups struggle to maintain an identity in a strange land.
But for Zoroastrians, it is an especially poignant concern.

   Their religion has been around for perhaps 3,700 years, a heritage so deep
it scarcely seems comprehensible in a state where ""historical sites"" are
sometimes less than 100 years old.  It was the religion of the great Persian
Empire under kings Cyrus and Darius.  And tradition says that when Christ
was born about 500 years later, he was honored by a visit from three
Zoroastrian priests, the Magi.  Scholars say many key beliefs of Christians,
Jews and Muslims can be traced to the teachings of Zoroaster, the
Zoroastrian prophet.

   Yet, with only about 150,000 Zoroastrians in the entire world, they are 
a miniscule minority in every country in which they live.  Survival as a
people is very much on their minds.

   Ironically, local Zoroastrians fear that the almost unlimited tolerance
of the United States may do what hundreds of years of persecution followed
by nearly 1,000 years of benign religious segregation could not do: cause
their young people to stop thinking of themselves as Zoroastrians.

   Zoroastrians do not believe theirs is the only right religion, and they
actually shun the notion of trying to win converts.  So if their children
become totally assimilated, they say, it's their children - rather than
the world at large - who will be the losers.

   ""It's important to have an identity,"" said Maneck Bhujwaia of San Jose,
a leader among Zoroastrians who came here from India.  ""It's important
for everybody - Irish, Scottish, Americans.  It gives meaning to life.
You don't have to depend on the majority community to give you respect.
You can fall back on your own identity.""

   For Zoroastrians, there's much to be proud of.

   Their prophet, Zoroaster, seeking to make sense of a culture in which
animal sacrifice to multiple gods was common, preached that there was
only one god, a good one.  Zoroastrians call their god Ahura Mazda, which
translates as Lord of Wisdom and Light.

_Good vs. evil_

   Zoroaster saw life as a constant struggle between good and evil, with
the good eventually winning.  Men and women could join in the battle for
good, he said, and he warned that they would inevitably suffer consequences
such as shame and sorrow if they did wrong.  He preached honesty, charity,
kindness to animals, respect for the environment, hard work, equality of
men and women - basic virtues preached by prophets of many religions.

   But Zoroaster was perhaps unusual in that he told his followers not to
follow him blindly.  He demanded they think for themselves.  In fact,
Joseph Campbell, the famous scholar of the history and meaning of myths,
traced the Western emphasis on individual thought to the Zoroastrians.

   Zoroastrians have many words for thought.  Their motto, leaded into a
stained glass window over the sacred fire at the temple on the slopes of
Mount Hamilton, is ""Good thoughts, good words, good deeds.""

   So it's not surprising that Zoroastrians value education highly.  In India,
where a contingent of Zoroastrians arrived in the ninth century to escape
persecution by Muslims in Iran, Zoroastrians claim 100 percent literacy;
the overall statistic in India is just 60 percent.

   About half of the Bay Area Zoroastrian community came here from India
and Pakistan, mostly to study at universities.  The other half fled from
Iran after the 1979 revolution made that a fundamentalist Islamic state
where others had no rights.

   Local Zoroastrians point with pride to ways their emphasis on ""good
deeds"" has improved life in every country they inhabit.  In San Jose,
the recent restoration of the Hotel Sainte Clarie came about because
Manou Mobedshahi, a San Francisco-based hotelier, passed the boarded-up
downtown landmark on his way to and from the temple.  At the temple's
dedication, the chief guest of honor was the mother of Zubin Mehta, the
Zoroastrian conductor of the New York Philharmonic Orchestra.

   The temple exists because of another good deed: the decision by an
Iranian emigre, the late Arbab Rustom Guiv, to buy land for six temples
in North America.  Besides the 10-acre site off Crothers Road on Mount
Hamilton, he paid for land in Los Angeles, Chicago, New York, Toronto,
and Vancouver.  Until his gifts, there were no Zoroastrian temples on
this continent.

   Local Zoroastrians raised money to build the actual temple, and the
property already had a large house that they have converted to a
community center.

   The temple, dedicated a year ago on the birthday of the prophet 
Zoroaster, is a simple structure with gleaming white walls, vaulted 
ceilings and oak floors, partially covered with huge Oriental carpets.

   Its central feature is the fire, set in the middle of a partly-glassed-
in area at the center of the building.  Although Zoroastrians are 
sometimes called ""fire worshippers,"" they actually consider fire just 
a symbol of God.  ""It helps us concentrate, just like Christians use the 
cross and Muslims use the Holy Book,"" Bhujwala said.

   The biggest celebration of the years occurs in early spring.  For all
Iranians, including Zoroastrians, the New Year begins on the first day of
the season because of its symbolism as the start of new life.  With
Zoroaster's birthday just six days later, the combination of religious
and secular holidays creates something on par with what most of the
United States celebrates between Christmas and Jan. 1.

  For this year's celebration of the prophet's birthday, about 500 people
came to worship and revel.

   ""The good things in life are not forbidden,"" Esfandiar Anoushiravani,
a leader of the Iranian members, had said beforehand, and what followed
proved him right.

   Inside the temple, worshipers filled every chair and sat or stood
around the edges of the room as about a half-dozen priests chanted
thanksgiving prayers around a table laden with braziers of smoking
sandalwood, glasses of milk and water, and a tray heaped with dried fruit
and nuts.

   Kids crowded around, grabbing handfuls of the treats.  ""People eat the
fruit,"" Tarapore said.  ""It's a way to participate in the ceremony.""

_Santa Claus, sort of_

   The gathering even had a Santa Claus, Iranian style.  With flowing white
hair and a bag of gifts for the children, this Amownaroz wore green
symbolic of spring) and red.

   He was ushed in by a sort of spring clown, Hajefyrouz, who danced and
played a tambourine.

   The Zoroastrians from India were charmed.  ""This is all new for us, too,""
one told a visitor who asked what was going on.

   A visitor, John A. Sabanovich of Folsom, said he became intrigued with
the religion years ago while on business trips to Iran.  Zoroastrians have
no procedure for accepting converts - a result, some say, of their
centuries of persecution in Iran followed by their promise to the Hindu
king who allowed them into India that they would not interfere with his
people's religion.

   But that does not stop Sabavich from joining in the celebrations at the
San Jose temple whenever he can.

   ""When I first heard about this religion,"" he said, ""I thought, my God,
this is what a religion should be.  They think for themselves and do good.

   ""People who don't have a tradition, something to lean on, what's the
difference with the lower animals?"""
228,"First off, let me congratulate you for not posting a flame about ""You sick
perverts, you are immoral, you are all going to hell."", which seems to be the
usual ""religious"" post found on the alt.sex.* hierarchy.  Hopefully, you won't
get flamed, either.

You will, however, be argued with.  I personally think that your project is
built on unsteady ground.

First, I do not believe that there is any way to find an ""objective morality"". 
Morality and value are inherently subjective - they represent the beliefs of a
person or a group of people.  They can be widely held, perhaps even
overwhelmingly held, but they are never and _can_ never be objective.


Second, I do not accept the assumptions that you make here.  If, as you say,
you are trying to be objective, then why accept a morality to begin with by
using the Christian Bible?  You're defeating your own purpose by doing so.
 

Third, call me a pessimist, but you won't stop the flamage.  There will always
be people who pop upin alt.sex.* to tell us how sick and twisted and evil we
all are.  Just out of curiosity, do alt.sex readers show up unprovoked in the
religion groups to tell you all that you are narrow-minded, censoring,
overbearing totalitarianists?
 

Hm.  Let me provide an example.  Four people get together over dinner, to
discuss morality: you, me, a rather conservative Moslem, and a sociopath.  I
start off by saying that I think it's immoral to force people to have sex with
you.  You agree, but also say that it is immoral to have sex with someone of
your own gender.  (Just a note: I really don't know your views on
homosexuality, I am just using this as a common view of morality for the
purposes of this example.)  The Moslem says that it is immoral for women to
have their faces uncovered.

The sociopath, who has become bored, kills all three of us and eats us, but
feels no guilt because he has done nothing wrong morally in his own mind. 
                                                                         

	(Evidence deleted)

I'm not going to accept your evidence for this.  You ask us to accept ""The Word
of God"" that everything good comes from God.  This is only a valid argument for
a person who shares your beliefs.

Still, I must say that cataloging the major themes and motifs in erotica could
be interesting for other reasons than yours, so good luck with this next part.


Hmmm...do I detect just a wee bit of condescence here?
                                                      
                                ^^^^^^^^^^^^^^^^^^^^^^^^^
				not very objective. 


One could construe this to mean that beautiful people are better, or ""more
good"" than non-beautiful people.  I would hope that people relize that this is
not necessarily true.
                     
                    ^^^^
      Might I suggest the word ""penis""? It seems more in line with the tone of
your post. 
          

Bravo!  I respect you and your sense of humor, sir. 

                                                 
Yes, and this theme is usually what the better stories are about.  However,
they are not always selfish - I could point to examples in the work of Elf
Sternberg, for example.


It serves the same purpose as it does in pornographic movies: it affirms the
virility of the male involved, as well as assuring the reader that he (the
character) has orgasmed.                      


Your Whole Picture [TM] unfortunately only applies to people who accept your
church.
         
In addition, if sex is for procreation, then

1)	Why did God make it pleasurable, so that people would want to do it,
rather than building it in as instinct?
2)	Why did God make it fallible?  Not every sexual encounter results in
pregnancy, even among Catholics.  Does this mean that they have sinned?
 
 
Granted.


Pornography would not tend in those directions if there were not a demand for
it.  Many people have violent fantasies that they would never act out in real
life, but will think about and read about and mull over.

Later,
						Jeff"
229,"I suppose these illegal guns have been found? I suppose he was going to kill a
bunch of people with them?
--Ray Cote"
230,"Your last remark is a contradiction, but I'll let that pass.

I was addressing the notion of the Great Commission, which
you deleted in order to provide us with dull little homilies.
Thank you, Bing Crosby.  Now you go right on back to sleep
and mommy and daddy will tuck you in later.

Oh, and how convenient his bible must have been to Michael
Griffin, how convenient his Christianity.  ""Well, I'll just
skip the bit about not murdering people and loving the sinner
and hating the sin and all that other stuff for now and
concentrate on the part where it says that if someone is doing
something wrong, you should shoot him in the back several times
as he tries to hobble away on his crutches.""

I'll leave the ""convert or die"" program of the missionaries and
their military escorts in the Americas for Nadja to explain as
she knows much more about it than I.

Must be awfully convenient, by the way, to offer platitudes
as you have done, David, rather than addressing the arguments."
231,"...

	Before or after his kids were shot?


	Then why make the comment?


	As did the Jews against the Nazis in WW II:  do what I say or die.



	ALl humans, I hope.


	Or perhaps they have:  kill first, blame the dead ones,
	destroy all the evidence."
232,":
 (lots of stuff about the Nicene Creed deleted which can be read in the
  original basenote.  I will also leave it up to other LDS netters to
  take Mr. Weiss to task on using Mormon Doctrine to declare the difinitive
  word on what the LDS Church teaches as doctrine.  Hopefully the LDS 
  netters will be amiable in their explanation.)

Since it would do no good to rebut what Mr. Weiss has stated on the origin
of the Nicene Creed and its status as devine and inspired (I say ""no good""
because it cannot be proved through discussion or debate as to whether or not 
the authors of the Creed were inspired), I leave you (it will be some time 
before I post again) with the following thought authored by Eugene England, 
Professor of English at Brigham Young University.  Mr. England wrote the 
following as part of a book review section in This People's magazine (Spring 
1993 edition):

  ""I conclude with a little sermon because I believe we will not be a Mormon--
  or human--family until we can get over labeling and rejecting each other 
  with terms like feminist or patriarchal, liberal or conservative (Christian 
  or non-Christian -- Hal 8^).  When we are tempted to draw a circle around
  a set of beliefs and traditions and styles and call it American, then exclude
  those who don't fit, it may be well to consider that perhaps the most central
  defining characteristic of a good American might be ""one who doesn't draw
  exclusive circles"" -- that the surest way of excluding ourselves from the 
  central American ideal is by excluding others.  And when we are tempted to
  draw a circle around ""Mormon"" or ""Christian,"" to decide who is ""orthodox""
  and who isn't by how much they agree with us, it might be well to consider
  that the central pillar of Christ's ""orthodoxy"" is our ability to love
  unconditionally those who are different and include them in our family.

  ""I recently spent some time in a ""Christian"" bookstore in California. The
  service was excellent, the clerks and customers all smiling, neat, and
  well-scrubbed, and there were the expected wholesome offerings of scriptural
  commentaries, sentimental fiction, and collections of evangelistic sermons.
  But I was dismayed to find how much shelf space was given to attacking 
  others, often viciously---whether the political left, our modern American
  culture, or other religions.  A whole section was devoted to ""Cults and the
  Occult,"" and as you might expect, Mormonism was right there under the same
  rubric and indictment (often by the same authors) as Satanism.  And I found
  I could either rent or buy (in English or Spanish) copies of The God Makers
  (that absurdly inaccurate, even libelous, but very popular and dangerous
  anti-Mormon film that uses exaclty the same techniques and even accusations
  of the Nazi films that scapegoated Jews in the 1930s).

  ""It seems to me one major indication that a person is a genuine convert to
  Christ and his redemptive love is his lack of paranoia and anxiety (""Perfect
  love casteth out fear,"" I John 4:18).  I have always been pleased that the
  LDS Church has not engaged in attacks on other faiths, though I find a 
  disheartening increase in willingness of individual Mormons to engage in the
  same kinds of stereotyping and scapegoating---and even threats of coercive
  action---as the ""religious right wing"" has launched this year against the
  political left and American cultural and religious styles they don't like.
  It is a fearful irony that in so doing Mormons take common cause with the
  very people who have most slanderously attacked Mormons---people who would,
  if they had power, forcefully restrict Mormons' rights along with those of
  others they believe to be evil.""


The above ""sermon"" was addressed to the LDS audience who usually subscribe
to This People's magazine, but would certainly apply to all of us who
rely on the mercies and grace of Jesus Christ to bring us back into His
arms.  

Even though the LDS Church claims devine authority to exercise the principles 
of the restored gospel---as in the days of Christ, the Church does not claim 
perfection and infallibility in how those with authoritative status have or do 
now lead the Church.  I, for one, do not wish to be labelled ""Christian"", if 
those who profess themselves as Christians attack my beliefs because they are 
intollerent (for example) of the way my religion may interpret Biblical 
scriptures of the same source to have a different meaning and implication 
than mainstream Christianity would give it.  Once again, being in the 
majority does NOT in and of itself PROVE anything except that your collective 
voice is louder.  That's really all the critics of the LDS Church have to stand
on in terms of the kind of Biblical interpretation used as proof to counter 
the LDS Church' interpretation!  Using someone elses biased research of truths 
and non-truths (whose to say what the mixture is?) as an authoritative tool to 
disprove or discredit is not being fair to anyone, least of all themselves. 
Let us simply agree to disagree, and share beliefs through adult discussion 
and conversation, thereby uplifting everyone."
233,Such lunacy!
234,"The first means that some aspect of reality contains objective values.
The second means that values are a reference to some preference of the
individual.  In the first case, it is possible that some future discovery
might invalidate certain views re what objective values are.

--"
235,"Sorry, the San Jose based Rosicrucian order is called A.M.O.R.C, 
I don't remember for the time being what the A.M. stand for
but O.R.C is Ordo Rosae Crucis, in other words latin for
Order of the Rose Cross. Sigh, seems l'm loosing more and more
of my long term memory.

Otherwise their headquarters in San Jose has a pretty decent
metaphysical bookstore, if any of you are interested in such books.
And my son loves to run around in their Egyptian museum.

Cheers,
Kent"
236,"If one does not follow the teachings of Christ, he is NOT Christian.  
Too easy?  


Would you say all Muslims are like Saddam Hussein?  I wouldn't make
such a blanket judgement, why do you?"
237,"God being unknowable, I can't comment on His motives, but it would be
distressing if He allowed us to misunderstand Him through no fault of 
our own.  For sanity's sake we must assume, if we believe in Him at all,
that His message comes through somehow.  The question is whether it comes 
through immediately to every individual, or is contained in a complex 
canon that must be interpreted by experts in consultation with one another, 
or is transmitted directly through appointed representatives who are free
to interpret, extend and modify the canon.  If God's message is indeed
mediated, the further problem arises as to whether the individual under-
stands the mediated message fully and clearly.  Since the responsibility 
for understanding lies ultimately with the individual, we must assume that 
God in His benevolence guides each individual to the appropriate source 
for that individual, whereof the person may or may not drink. 
 
 
 
Your example is complicated in our age by the thin line between morality
and politeness.  You might have said ""burp"", for burping and swearing carry
about the same stigma today.  If you are talking about ""taking the Lord's 
name in vain"" as a serious transgression, then this example is more a case of 
hypocrisy than of varying moral codes.
 
If there is an absolute moral code, propositions or laws in that code apply
absolutely and universally, by definition.  Conceivably some moral codes
could be subsets of the universal code, as you say at the outset.  So, for
example, God's code could include, ""Thou shalt not create Beings without
a hospitable planet to live on"", but this law would be inapplicable to us.
Nevertheless, we would be entitled to suppose that all laws applicable
to us are also applicable to God.
 
But when you begin to ask what laws might appear in God's moral code, you have
a sense of the absurdity of the question.  Does God make laws for Himself to
follow?  Perhaps God is not the sort of being to which the category ""morality""
can be sensibly applied."
238,"Yes, this is certainly one of the traditional ideas about the Mithraic
cult (although not the only one.)  It had many elements that seem
to have been borrowed by Catholicism (e.g. the Mass, communion, the
sharing of a sacred meal, consecration of bread and wine, etc.)

For quite an amusing novel that uses this same idea, check out:

The Covenant of the Flame
by David Morrell.

It has some quite interesting occult bits, and lots of killing.
I won't spoil it by revealing the ending, but I will say that it
is relevant to Mithraism."
